,name,year,month,era,bs_trip,selection,complete,shut_down,win,group,count,hold,innings,loss,blame,hitter,steersman,safety,stroke2,stroke3,homer,walk,high4,dune,fan,pitching,WHIP,bit_avg,on_base_per,OPS
762,두산,08,8월,3.89,495,126,0,0,70,56,37,26,1134.2,542,490,4857,4298,1115,,,78,379,13,69,780,,1.32,.259,.326,
763,롯데,08,8월,3.64,445,126,9,3,69,57,38,27,1119.0,518,453,4769,4195,1134,,,70,409,32,47,671,,1.38,.270,.339,
764,SK,08,8월,3.22,609,126,1,1,83,43,72,43,1151.0,461,412,4855,4250,1053,,,78,448,13,55,801,,1.30,.248,.325,
765,LG,08,9월,4.85,527,126,1,0,46,80,40,25,1108.1,646,597,4976,4308,1239,,,82,480,4,72,631,,1.55,.288,.366,
766,히어로즈,08,9월,4.43,511,126,4,2,50,76,36,29,1125.1,609,554,4933,4306,1159,,,91,465,20,70,729,,1.44,.269,.347,
767,한화,08,9월,4.43,487,126,3,1,64,62,39,36,1129.2,595,556,4911,4222,1136,,,95,519,28,49,723,,1.47,.269,.352,
768,삼성,08,9월,4.40,535,126,0,0,65,61,48,40,1123.1,596,549,4867,4313,1184,,,87,416,4,43,703,,1.42,.275,.341,
769,KIA,08,9월,4.08,513,126,3,1,57,69,26,29,1124.0,555,510,4850,4206,1078,,,65,473,9,77,733,,1.38,.256,.339,
770,두산,08,9월,3.89,495,126,0,0,70,56,37,26,1134.2,542,490,4857,4298,1115,,,78,379,13,69,780,,1.32,.259,.326,
771,롯데,08,9월,3.64,445,126,9,3,69,57,38,27,1119.0,518,453,4769,4195,1134,,,70,409,32,47,671,,1.38,.270,.339,
772,SK,08,9월,3.22,609,126,1,1,83,43,72,43,1151.0,461,412,4855,4250,1053,,,78,448,13,55,801,,1.30,.248,.325,
773,한화,09,3월,5.70,577,133,4,2,46,84,34,16,1174.0,805,743,5346,4579,1335,,,176,569,27,77,908,,1.62,.292,.375,
774,LG,09,3월,5.42,598,133,0,0,54,75,38,25,1175.0,763,708,5339,4535,1316,,,165,585,10,91,777,,1.62,.290,.379,
775,히어로즈,09,3월,5.41,581,133,0,0,60,72,32,29,1174.1,762,706,5221,4489,1231,,,176,565,19,61,840,,1.53,.274,.361,
776,삼성,09,3월,4.98,544,133,3,1,64,69,45,32,1163.2,700,644,5209,4412,1226,,,141,609,9,56,905,,1.58,.278,.369,
777,롯데,09,3월,4.75,484,133,6,6,66,67,37,40,1162.1,669,613,5165,4501,1290,,,139,487,33,67,722,,1.53,.287,.362,
778,두산,09,3월,4.60,569,133,1,0,71,60,59,32,1186.1,662,607,5205,4494,1221,,,120,515,7,75,862,,1.46,.272,.353,
779,KIA,09,3월,3.92,480,133,4,0,81,48,36,38,1199.0,581,522,5176,4566,1178,,,108,441,22,83,893,,1.35,.258,.332,
780,SK,09,3월,3.67,556,133,2,0,80,47,34,33,1213.0,550,494,5203,4534,1141,,,130,519,33,54,1032,,1.37,.252,.334,
781,한화,09,4월,5.70,577,133,4,2,46,84,34,16,1174.0,805,743,5346,4579,1335,,,176,569,27,77,908,,1.62,.292,.375,
782,LG,09,4월,5.42,598,133,0,0,54,75,38,25,1175.0,763,708,5339,4535,1316,,,165,585,10,91,777,,1.62,.290,.379,
783,히어로즈,09,4월,5.41,581,133,0,0,60,72,32,29,1174.1,762,706,5221,4489,1231,,,176,565,19,61,840,,1.53,.274,.361,
784,삼성,09,4월,4.98,544,133,3,1,64,69,45,32,1163.2,700,644,5209,4412,1226,,,141,609,9,56,905,,1.58,.278,.369,
785,롯데,09,4월,4.75,484,133,6,6,66,67,37,40,1162.1,669,613,5165,4501,1290,,,139,487,33,67,722,,1.53,.287,.362,
786,두산,09,4월,4.60,569,133,1,0,71,60,59,32,1186.1,662,607,5205,4494,1221,,,120,515,7,75,862,,1.46,.272,.353,
787,KIA,09,4월,3.92,480,133,4,0,81,48,36,38,1199.0,581,522,5176,4566,1178,,,108,441,22,83,893,,1.35,.258,.332,
788,SK,09,4월,3.67,556,133,2,0,80,47,34,33,1213.0,550,494,5203,4534,1141,,,130,519,33,54,1032,,1.37,.252,.334,
789,한화,09,5월,5.70,577,133,4,2,46,84,34,16,1174.0,805,743,5346,4579,1335,,,176,569,27,77,908,,1.62,.292,.375,
790,LG,09,5월,5.42,598,133,0,0,54,75,38,25,1175.0,763,708,5339,4535,1316,,,165,585,10,91,777,,1.62,.290,.379,
791,히어로즈,09,5월,5.41,581,133,0,0,60,72,32,29,1174.1,762,706,5221,4489,1231,,,176,565,19,61,840,,1.53,.274,.361,
792,삼성,09,5월,4.98,544,133,3,1,64,69,45,32,1163.2,700,644,5209,4412,1226,,,141,609,9,56,905,,1.58,.278,.369,
793,롯데,09,5월,4.75,484,133,6,6,66,67,37,40,1162.1,669,613,5165,4501,1290,,,139,487,33,67,722,,1.53,.287,.362,
794,두산,09,5월,4.60,569,133,1,0,71,60,59,32,1186.1,662,607,5205,4494,1221,,,120,515,7,75,862,,1.46,.272,.353,
795,KIA,09,5월,3.92,480,133,4,0,81,48,36,38,1199.0,581,522,5176,4566,1178,,,108,441,22,83,893,,1.35,.258,.332,
796,SK,09,5월,3.67,556,133,2,0,80,47,34,33,1213.0,550,494,5203,4534,1141,,,130,519,33,54,1032,,1.37,.252,.334,
797,한화,09,6월,5.70,577,133,4,2,46,84,34,16,1174.0,805,743,5346,4579,1335,,,176,569,27,77,908,,1.62,.292,.375,
798,LG,09,6월,5.42,598,133,0,0,54,75,38,25,1175.0,763,708,5339,4535,1316,,,165,585,10,91,777,,1.62,.290,.379,
799,히어로즈,09,6월,5.41,581,133,0,0,60,72,32,29,1174.1,762,706,5221,4489,1231,,,176,565,19,61,840,,1.53,.274,.361,
800,삼성,09,6월,4.98,544,133,3,1,64,69,45,32,1163.2,700,644,5209,4412,1226,,,141,609,9,56,905,,1.58,.278,.369,
801,롯데,09,6월,4.75,484,133,6,6,66,67,37,40,1162.1,669,613,5165,4501,1290,,,139,487,33,67,722,,1.53,.287,.362,
802,두산,09,6월,4.60,569,133,1,0,71,60,59,32,1186.1,662,607,5205,4494,1221,,,120,515,7,75,862,,1.46,.272,.353,
803,KIA,09,6월,3.92,480,133,4,0,81,48,36,38,1199.0,581,522,5176,4566,1178,,,108,441,22,83,893,,1.35,.258,.332,
804,SK,09,6월,3.67,556,133,2,0,80,47,34,33,1213.0,550,494,5203,4534,1141,,,130,519,33,54,1032,,1.37,.252,.334,
805,한화,09,7월,5.70,577,133,4,2,46,84,34,16,1174.0,805,743,5346,4579,1335,,,176,569,27,77,908,,1.62,.292,.375,
806,LG,09,7월,5.42,598,133,0,0,54,75,38,25,1175.0,763,708,5339,4535,1316,,,165,585,10,91,777,,1.62,.290,.379,
807,히어로즈,09,7월,5.41,581,133,0,0,60,72,32,29,1174.1,762,706,5221,4489,1231,,,176,565,19,61,840,,1.53,.274,.361,
808,삼성,09,7월,4.98,544,133,3,1,64,69,45,32,1163.2,700,644,5209,4412,1226,,,141,609,9,56,905,,1.58,.278,.369,
809,롯데,09,7월,4.75,484,133,6,6,66,67,37,40,1162.1,669,613,5165,4501,1290,,,139,487,33,67,722,,1.53,.287,.362,
810,두산,09,7월,4.60,569,133,1,0,71,60,59,32,1186.1,662,607,5205,4494,1221,,,120,515,7,75,862,,1.46,.272,.353,
811,KIA,09,7월,3.92,480,133,4,0,81,48,36,38,1199.0,581,522,5176,4566,1178,,,108,441,22,83,893,,1.35,.258,.332,
812,SK,09,7월,3.67,556,133,2,0,80,47,34,33,1213.0,550,494,5203,4534,1141,,,130,519,33,54,1032,,1.37,.252,.334,
813,한화,09,8월,5.70,577,133,4,2,46,84,34,16,1174.0,805,743,5346,4579,1335,,,176,569,27,77,908,,1.62,.292,.375,
814,LG,09,8월,5.42,598,133,0,0,54,75,38,25,1175.0,763,708,5339,4535,1316,,,165,585,10,91,777,,1.62,.290,.379,
815,히어로즈,09,8월,5.41,581,133,0,0,60,72,32,29,1174.1,762,706,5221,4489,1231,,,176,565,19,61,840,,1.53,.274,.361,
816,삼성,09,8월,4.98,544,133,3,1,64,69,45,32,1163.2,700,644,5209,4412,1226,,,141,609,9,56,905,,1.58,.278,.369,
817,롯데,09,8월,4.75,484,133,6,6,66,67,37,40,1162.1,669,613,5165,4501,1290,,,139,487,33,67,722,,1.53,.287,.362,
818,두산,09,8월,4.60,569,133,1,0,71,60,59,32,1186.1,662,607,5205,4494,1221,,,120,515,7,75,862,,1.46,.272,.353,
819,KIA,09,8월,3.92,480,133,4,0,81,48,36,38,1199.0,581,522,5176,4566,1178,,,108,441,22,83,893,,1.35,.258,.332,
820,SK,09,8월,3.67,556,133,2,0,80,47,34,33,1213.0,550,494,5203,4534,1141,,,130,519,33,54,1032,,1.37,.252,.334,
821,한화,09,9월,5.70,577,133,4,2,46,84,34,16,1174.0,805,743,5346,4579,1335,,,176,569,27,77,908,,1.62,.292,.375,
822,LG,09,9월,5.42,598,133,0,0,54,75,38,25,1175.0,763,708,5339,4535,1316,,,165,585,10,91,777,,1.62,.290,.379,
823,히어로즈,09,9월,5.41,581,133,0,0,60,72,32,29,1174.1,762,706,5221,4489,1231,,,176,565,19,61,840,,1.53,.274,.361,
824,삼성,09,9월,4.98,544,133,3,1,64,69,45,32,1163.2,700,644,5209,4412,1226,,,141,609,9,56,905,,1.58,.278,.369,
825,롯데,09,9월,4.75,484,133,6,6,66,67,37,40,1162.1,669,613,5165,4501,1290,,,139,487,33,67,722,,1.53,.287,.362,
826,두산,09,9월,4.60,569,133,1,0,71,60,59,32,1186.1,662,607,5205,4494,1221,,,120,515,7,75,862,,1.46,.272,.353,
827,KIA,09,9월,3.92,480,133,4,0,81,48,36,38,1199.0,581,522,5176,4566,1178,,,108,441,22,83,893,,1.35,.258,.332,
828,SK,09,9월,3.67,556,133,2,0,80,47,34,33,1213.0,550,494,5203,4534,1141,,,130,519,33,54,1032,,1.37,.252,.334,
829,한화,10,3월,5.43,556,133,6,4,49,82,28,24,1169.1,763,705,5267,4518,1290,,,146,550,17,73,806,,1.57,.286,.369,
830,LG,10,3월,5.23,646,133,3,1,57,71,59,31,1188.0,746,690,5326,4504,1279,,,125,560,23,104,793,,1.55,.284,.372,
831,롯데,10,3월,4.83,542,133,7,3,69,61,37,21,1194.0,710,641,5204,4579,1291,,,149,419,41,78,779,,1.43,.282,.350,
832,두산,10,3월,4.62,559,133,2,0,73,57,56,30,1179.2,669,606,5131,4473,1190,,,135,437,6,85,888,,1.38,.266,.340,
833,넥센,10,3월,4.55,597,133,1,1,52,78,39,27,1185.2,652,599,5231,4380,1162,,,122,614,17,95,832,,1.50,.265,.364,
834,KIA,10,3월,4.39,539,133,4,1,59,74,40,25,1183.2,641,577,5205,4519,1227,,,93,468,19,81,885,,1.43,.272,.348,
835,삼성,10,3월,3.94,572,133,2,1,79,52,44,33,1193.2,575,523,5119,4489,1168,,,103,453,11,54,951,,1.36,.260,.333,
836,SK,10,3월,3.71,549,133,2,1,84,47,39,36,1198.1,545,494,5114,4417,1074,,,117,543,27,47,1091,,1.35,.243,.331,
837,한화,10,4월,5.43,556,133,6,4,49,82,28,24,1169.1,763,705,5267,4518,1290,,,146,550,17,73,806,,1.57,.286,.369,
838,LG,10,4월,5.23,646,133,3,1,57,71,59,31,1188.0,746,690,5326,4504,1279,,,125,560,23,104,793,,1.55,.284,.372,
839,롯데,10,4월,4.83,542,133,7,3,69,61,37,21,1194.0,710,641,5204,4579,1291,,,149,419,41,78,779,,1.43,.282,.350,
840,두산,10,4월,4.62,559,133,2,0,73,57,56,30,1179.2,669,606,5131,4473,1190,,,135,437,6,85,888,,1.38,.266,.340,
841,넥센,10,4월,4.55,597,133,1,1,52,78,39,27,1185.2,652,599,5231,4380,1162,,,122,614,17,95,832,,1.50,.265,.364,
842,KIA,10,4월,4.39,539,133,4,1,59,74,40,25,1183.2,641,577,5205,4519,1227,,,93,468,19,81,885,,1.43,.272,.348,
843,삼성,10,4월,3.94,572,133,2,1,79,52,44,33,1193.2,575,523,5119,4489,1168,,,103,453,11,54,951,,1.36,.260,.333,
844,SK,10,4월,3.71,549,133,2,1,84,47,39,36,1198.1,545,494,5114,4417,1074,,,117,543,27,47,1091,,1.35,.243,.331,
845,한화,10,5월,5.43,556,133,6,4,49,82,28,24,1169.1,763,705,5267,4518,1290,,,146,550,17,73,806,,1.57,.286,.369,
846,LG,10,5월,5.23,646,133,3,1,57,71,59,31,1188.0,746,690,5326,4504,1279,,,125,560,23,104,793,,1.55,.284,.372,
847,롯데,10,5월,4.83,542,133,7,3,69,61,37,21,1194.0,710,641,5204,4579,1291,,,149,419,41,78,779,,1.43,.282,.350,
848,두산,10,5월,4.62,559,133,2,0,73,57,56,30,1179.2,669,606,5131,4473,1190,,,135,437,6,85,888,,1.38,.266,.340,
849,넥센,10,5월,4.55,597,133,1,1,52,78,39,27,1185.2,652,599,5231,4380,1162,,,122,614,17,95,832,,1.50,.265,.364,
850,KIA,10,5월,4.39,539,133,4,1,59,74,40,25,1183.2,641,577,5205,4519,1227,,,93,468,19,81,885,,1.43,.272,.348,
851,삼성,10,5월,3.94,572,133,2,1,79,52,44,33,1193.2,575,523,5119,4489,1168,,,103,453,11,54,951,,1.36,.260,.333,
852,SK,10,5월,3.71,549,133,2,1,84,47,39,36,1198.1,545,494,5114,4417,1074,,,117,543,27,47,1091,,1.35,.243,.331,
853,한화,10,6월,5.43,556,133,6,4,49,82,28,24,1169.1,763,705,5267,4518,1290,,,146,550,17,73,806,,1.57,.286,.369,
854,LG,10,6월,5.23,646,133,3,1,57,71,59,31,1188.0,746,690,5326,4504,1279,,,125,560,23,104,793,,1.55,.284,.372,
855,롯데,10,6월,4.83,542,133,7,3,69,61,37,21,1194.0,710,641,5204,4579,1291,,,149,419,41,78,779,,1.43,.282,.350,
856,두산,10,6월,4.62,559,133,2,0,73,57,56,30,1179.2,669,606,5131,4473,1190,,,135,437,6,85,888,,1.38,.266,.340,
857,넥센,10,6월,4.55,597,133,1,1,52,78,39,27,1185.2,652,599,5231,4380,1162,,,122,614,17,95,832,,1.50,.265,.364,
858,KIA,10,6월,4.39,539,133,4,1,59,74,40,25,1183.2,641,577,5205,4519,1227,,,93,468,19,81,885,,1.43,.272,.348,
859,삼성,10,6월,3.94,572,133,2,1,79,52,44,33,1193.2,575,523,5119,4489,1168,,,103,453,11,54,951,,1.36,.260,.333,
860,SK,10,6월,3.71,549,133,2,1,84,47,39,36,1198.1,545,494,5114,4417,1074,,,117,543,27,47,1091,,1.35,.243,.331,
861,한화,10,7월,5.43,556,133,6,4,49,82,28,24,1169.1,763,705,5267,4518,1290,,,146,550,17,73,806,,1.57,.286,.369,
862,LG,10,7월,5.23,646,133,3,1,57,71,59,31,1188.0,746,690,5326,4504,1279,,,125,560,23,104,793,,1.55,.284,.372,
863,롯데,10,7월,4.83,542,133,7,3,69,61,37,21,1194.0,710,641,5204,4579,1291,,,149,419,41,78,779,,1.43,.282,.350,
864,두산,10,7월,4.62,559,133,2,0,73,57,56,30,1179.2,669,606,5131,4473,1190,,,135,437,6,85,888,,1.38,.266,.340,
865,넥센,10,7월,4.55,597,133,1,1,52,78,39,27,1185.2,652,599,5231,4380,1162,,,122,614,17,95,832,,1.50,.265,.364,
866,KIA,10,7월,4.39,539,133,4,1,59,74,40,25,1183.2,641,577,5205,4519,1227,,,93,468,19,81,885,,1.43,.272,.348,
867,삼성,10,7월,3.94,572,133,2,1,79,52,44,33,1193.2,575,523,5119,4489,1168,,,103,453,11,54,951,,1.36,.260,.333,
868,SK,10,7월,3.71,549,133,2,1,84,47,39,36,1198.1,545,494,5114,4417,1074,,,117,543,27,47,1091,,1.35,.243,.331,
869,한화,10,8월,5.43,556,133,6,4,49,82,28,24,1169.1,763,705,5267,4518,1290,,,146,550,17,73,806,,1.57,.286,.369,
870,LG,10,8월,5.23,646,133,3,1,57,71,59,31,1188.0,746,690,5326,4504,1279,,,125,560,23,104,793,,1.55,.284,.372,
871,롯데,10,8월,4.83,542,133,7,3,69,61,37,21,1194.0,710,641,5204,4579,1291,,,149,419,41,78,779,,1.43,.282,.350,
872,두산,10,8월,4.62,559,133,2,0,73,57,56,30,1179.2,669,606,5131,4473,1190,,,135,437,6,85,888,,1.38,.266,.340,
873,넥센,10,8월,4.55,597,133,1,1,52,78,39,27,1185.2,652,599,5231,4380,1162,,,122,614,17,95,832,,1.50,.265,.364,
874,KIA,10,8월,4.39,539,133,4,1,59,74,40,25,1183.2,641,577,5205,4519,1227,,,93,468,19,81,885,,1.43,.272,.348,
875,삼성,10,8월,3.94,572,133,2,1,79,52,44,33,1193.2,575,523,5119,4489,1168,,,103,453,11,54,951,,1.36,.260,.333,
876,SK,10,8월,3.71,549,133,2,1,84,47,39,36,1198.1,545,494,5114,4417,1074,,,117,543,27,47,1091,,1.35,.243,.331,
877,한화,10,9월,5.43,556,133,6,4,49,82,28,24,1169.1,763,705,5267,4518,1290,,,146,550,17,73,806,,1.57,.286,.369,
878,LG,10,9월,5.23,646,133,3,1,57,71,59,31,1188.0,746,690,5326,4504,1279,,,125,560,23,104,793,,1.55,.284,.372,
879,롯데,10,9월,4.83,542,133,7,3,69,61,37,21,1194.0,710,641,5204,4579,1291,,,149,419,41,78,779,,1.43,.282,.350,
880,두산,10,9월,4.62,559,133,2,0,73,57,56,30,1179.2,669,606,5131,4473,1190,,,135,437,6,85,888,,1.38,.266,.340,
881,넥센,10,9월,4.55,597,133,1,1,52,78,39,27,1185.2,652,599,5231,4380,1162,,,122,614,17,95,832,,1.50,.265,.364,
882,KIA,10,9월,4.39,539,133,4,1,59,74,40,25,1183.2,641,577,5205,4519,1227,,,93,468,19,81,885,,1.43,.272,.348,
883,삼성,10,9월,3.94,572,133,2,1,79,52,44,33,1193.2,575,523,5119,4489,1168,,,103,453,11,54,951,,1.36,.260,.333,
884,SK,10,9월,3.71,549,133,2,1,84,47,39,36,1198.1,545,494,5114,4417,1074,,,117,543,27,47,1091,,1.35,.243,.331,
