,name,year,month,era,bs_trip,selection,complete,shut_down,win,group,count,hold,innings,loss,blame,hitter,steersman,safety,stroke2,stroke3,homer,walk,high4,dune,fan,pitching,WHIP,bit_avg,on_base_per,OPS
203,SK,15개,8월,5.74,120,25,1,1,9,16,10,3,221.0,148,141,1004,872,264,51,5,33,102,6,10,214,3912,1.66,.303,.380,.866
204,넥센,15개,8월,5.65,95,25,0,0,11,14,4,1,220.0,153,138,1006,879,264,44,8,23,96,0,17,184,3851,1.64,.300,.378,.825
205,삼성,15개,8월,5.48,91,24,1,0,15,9,8,7,216.2,138,132,980,872,258,52,3,31,82,4,12,201,3910,1.57,.296,.363,.832
206,kt,15개,8월,5.41,108,25,0,0,14,11,7,2,224.2,145,135,1027,879,258,45,2,24,103,2,24,184,4041,1.61,.294,.380,.812
207,한화,15개,8월,4.96,104,25,3,2,9,16,2,2,219.2,129,121,974,832,228,47,5,20,107,9,17,144,3900,1.53,.274,.367,.781
208,KIA,15개,8월,4.92,101,24,0,0,11,13,14,7,210.1,119,115,928,812,236,40,4,28,74,3,14,143,3546,1.47,.291,.356,.809
209,LG,15개,8월,4.52,103,25,0,0,11,14,13,5,223.0,128,112,966,846,232,37,2,23,80,5,15,166,3696,1.40,.274,.345,.750
210,두산,15개,8월,3.96,104,24,0,0,14,10,9,5,216.0,107,95,944,810,213,36,5,17,93,5,14,188,3739,1.42,.263,.347,.730
211,NC,15개,8월,3.33,91,24,0,0,19,5,9,12,216.0,86,80,884,790,185,37,2,22,59,1,16,195,3535,1.13,.234,.298,.668
212,두산,15개,9월,6.52,108,25,0,0,11,14,9,8,221.0,177,160,1039,884,276,43,3,34,116,2,12,161,4120,1.77,.312,.396,.879
213,한화,15개,9월,6.31,104,23,1,1,10,13,4,4,206.2,154,145,962,801,243,42,4,29,115,3,19,131,3758,1.73,.303,.396,.871
214,KIA,15개,9월,5.24,106,23,0,0,10,13,7,6,201.0,129,117,903,777,214,34,4,26,93,2,10,188,3602,1.53,.275,.357,.787
215,kt,15개,9월,5.23,103,22,1,0,8,14,6,3,186.0,116,108,850,751,246,45,2,21,77,2,8,153,3292,1.74,.328,.393,.869
216,삼성,15개,9월,5.16,98,24,1,1,14,10,11,7,206.0,128,118,895,803,220,38,2,35,66,3,6,198,3501,1.39,.274,.331,.789
217,넥센,15개,9월,5.14,98,23,1,1,13,10,6,6,203.0,131,116,909,800,240,43,3,24,77,3,16,122,3411,1.56,.300,.370,.822
218,SK,15개,9월,4.82,110,26,0,0,15,11,14,5,227.2,130,122,1003,875,241,49,2,27,97,4,14,208,3992,1.49,.275,.355,.783
219,롯데,15개,9월,4.63,101,23,0,0,11,11,8,4,212.0,127,109,938,809,215,35,5,28,92,3,15,166,3622,1.45,.266,.348,.773
220,NC,15개,9월,4.62,107,24,1,0,14,10,9,3,210.1,112,108,923,826,238,34,2,34,63,0,14,176,3546,1.43,.288,.345,.803
221,LG,15개,9월,4.52,89,21,1,0,10,10,4,3,185.1,101,93,808,707,195,27,3,15,79,5,8,163,3152,1.48,.276,.353,.740
222,한화,16개,4월,5.70,128,23,0,0,6,17,7,3,207.0,153,131,959,793,221,37,4,29,129,6,15,177,3890,1.69,.279,.386,.831
223,삼성,16개,4월,5.33,96,23,0,0,11,12,6,4,201.0,126,119,891,789,228,42,2,26,80,0,9,155,3533,1.53,.289,.357,.804
224,LG,16개,4월,5.03,108,22,1,1,11,11,10,6,198.2,123,111,883,769,223,39,4,15,81,7,12,160,3346,1.53,.290,.363,.773
225,롯데,16개,4월,4.54,117,25,1,1,12,13,19,5,218.0,126,110,986,847,241,33,3,24,111,7,10,190,3988,1.62,.285,.371,.787
226,kt,16개,4월,4.53,113,25,0,0,12,13,9,7,226.2,126,114,1007,872,238,45,7,21,97,4,18,158,4046,1.48,.273,.356,.769
227,KIA,16개,4월,4.27,81,22,1,0,9,13,10,8,194.0,104,92,868,750,210,29,1,19,90,2,9,150,3309,1.55,.280,.362,.759
228,넥센,16개,4월,4.02,97,24,0,0,11,12,16,6,215.0,108,96,932,845,243,47,2,20,63,0,8,155,3544,1.42,.288,.340,.759
229,NC,16개,4월,3.83,98,23,0,0,12,11,7,7,202.0,97,86,865,760,185,34,3,17,64,2,25,189,3356,1.23,.243,.321,.684
230,SK,16개,4월,3.49,103,25,0,0,16,9,9,7,224.1,94,87,938,820,194,28,0,25,83,1,18,172,3609,1.24,.237,.318,.680
231,두산,16개,4월,3.21,89,24,0,0,17,6,13,6,216.0,85,77,919,817,211,33,7,13,74,1,12,188,3528,1.32,.258,.326,.690
232,한화,16개,5월,7.42,116,25,1,0,10,14,7,5,218.1,193,180,1052,876,288,38,4,29,134,2,14,157,4097,1.93,.329,.421,.901
233,롯데,16개,5월,6.52,106,24,1,0,11,13,12,3,207.0,160,150,959,839,253,40,2,37,92,2,12,171,3766,1.67,.302,.375,.862
234,kt,16개,5월,5.90,113,24,1,1,7,15,4,3,215.0,160,141,983,852,248,49,9,30,100,3,12,166,3884,1.62,.291,.371,.846
235,삼성,16개,5월,5.66,116,26,0,0,13,13,9,5,232.0,157,146,1050,910,270,39,6,32,99,1,15,168,3902,1.59,.297,.371,.830
236,SK,16개,5월,5.48,101,24,0,0,9,15,12,6,210.1,149,128,963,832,252,46,8,29,93,5,15,142,3587,1.64,.303,.380,.862
237,LG,16개,5월,5.40,104,23,0,0,11,11,12,5,205.0,130,123,932,802,232,42,3,16,100,2,11,135,3536,1.62,.289,.372,.781
238,두산,16개,5월,5.28,105,25,0,0,18,7,10,9,223.1,135,131,1019,896,271,66,3,24,95,1,14,189,3967,1.64,.303,.376,.839
239,KIA,16개,5월,5.24,97,25,2,1,12,12,5,8,221.2,147,129,1010,874,255,38,7,27,105,6,13,146,3904,1.62,.292,.373,.817
240,NC,16개,5월,4.59,107,23,0,0,14,8,12,6,208.0,111,106,915,805,219,28,5,24,80,0,17,197,3608,1.44,.272,.348,.756
241,넥센,16개,5월,4.58,97,25,0,0,14,11,14,7,220.0,119,112,965,849,249,45,10,20,76,0,13,128,3710,1.48,.293,.357,.797
242,삼성,16개,6월,6.18,112,26,1,0,7,19,8,6,233.0,172,160,1075,948,291,44,6,42,97,2,18,174,4257,1.67,.307,.381,.880
243,kt,16개,6월,6.03,116,24,0,0,11,13,14,7,218.0,160,146,1023,910,298,49,7,28,80,0,16,152,3999,1.73,.328,.388,.877
244,넥센,16개,6월,5.77,106,25,0,0,14,11,15,7,223.0,155,143,995,885,262,46,4,28,78,0,7,160,3793,1.53,.296,.353,.805
245,롯데,16개,6월,5.64,110,25,0,0,12,13,5,3,223.1,145,140,999,874,245,58,9,24,92,5,15,201,3962,1.51,.280,.357,.806
246,KIA,16개,6월,5.37,108,25,1,0,12,13,13,3,223.0,140,133,1015,899,271,45,3,19,87,1,5,175,4030,1.61,.301,.362,.784
247,LG,16개,6월,5.16,105,25,0,0,10,15,8,6,225.0,147,129,1014,880,246,36,4,27,89,7,28,142,3773,1.49,.280,.362,.783
248,한화,16개,6월,4.76,109,24,0,0,12,11,6,5,221.0,134,117,984,859,240,38,3,21,96,2,7,156,3879,1.52,.279,.354,.758
249,NC,16개,6월,4.72,98,23,0,0,16,6,8,4,208.0,117,109,928,801,222,40,5,17,100,0,12,180,3679,1.55,.277,.363,.766
250,SK,16개,6월,4.26,108,26,1,0,13,13,7,4,228.0,127,108,1002,891,244,42,0,26,86,2,8,178,3745,1.45,.274,.341,.750
251,두산,16개,6월,3.74,86,25,1,1,16,9,10,6,221.1,108,92,956,843,216,35,7,26,81,2,13,167,3780,1.34,.256,.328,.735
252,kt,16개,7월,7.14,110,20,0,0,8,12,8,5,174.0,151,138,832,697,226,46,3,21,100,1,13,133,3319,1.87,.324,.413,.903
253,LG,16개,7월,6.26,112,22,0,0,8,14,10,4,194.0,146,135,900,773,229,41,5,27,86,4,21,131,3463,1.62,.296,.378,.845
254,롯데,16개,7월,6.08,103,20,0,0,9,11,6,4,177.2,135,120,827,701,212,37,3,27,93,4,12,123,3277,1.72,.302,.389,.869
255,SK,16개,7월,5.86,97,22,0,0,9,13,3,4,196.2,145,128,912,785,235,43,6,26,101,2,9,141,3525,1.71,.299,.381,.850
256,두산,16개,7월,5.78,85,21,0,0,9,12,5,4,187.0,125,120,830,709,199,32,7,23,83,0,11,104,3299,1.51,.281,.359,.802
257,NC,16개,7월,5.32,87,20,0,0,12,8,8,7,176.0,110,104,778,685,192,34,1,23,71,0,11,159,3040,1.49,.280,.355,.789
258,넥센,16개,7월,5.08,100,21,0,0,14,7,9,8,193.0,117,109,876,779,241,36,4,29,73,2,5,133,3323,1.63,.309,.367,.845
259,한화,16개,7월,4.93,96,21,0,0,13,7,5,2,191.2,111,105,857,746,207,36,2,15,78,1,14,142,3202,1.49,.278,.353,.744
260,삼성,16개,7월,4.90,85,18,0,0,8,9,9,3,165.1,101,90,730,634,178,29,1,24,64,0,12,111,2853,1.46,.281,.353,.796
261,KIA,16개,7월,4.64,99,23,2,0,13,10,4,2,205.2,121,106,916,799,225,36,7,25,92,3,9,123,3617,1.54,.282,.359,.797
262,kt,16개,8월,6.45,109,23,0,0,6,17,1,2,198.0,160,142,927,823,262,58,5,27,74,0,10,178,3640,1.70,.318,.379,.878
263,한화,16개,8월,6.30,106,24,0,0,11,13,9,5,210.0,161,147,965,843,253,37,1,30,90,3,14,168,3732,1.63,.300,.373,.827
264,KIA,16개,8월,5.96,121,24,0,0,12,12,20,8,213.0,155,141,997,858,263,47,4,19,102,3,11,181,3887,1.71,.307,.384,.821
265,삼성,16개,8월,5.82,94,23,1,0,12,11,9,5,201.0,142,130,911,810,243,44,3,28,76,0,13,134,3577,1.59,.300,.367,.833
266,롯데,16개,8월,5.57,100,23,0,0,9,14,5,4,202.0,133,125,917,813,250,47,5,30,81,4,10,154,3447,1.64,.308,.376,.864
267,SK,16개,8월,5.52,103,25,0,0,12,13,9,7,220.0,143,135,988,865,253,39,3,25,90,4,14,156,3750,1.56,.293,.365,.796
268,LG,16개,8월,5.14,112,26,0,0,16,10,15,8,231.0,150,132,1045,909,264,45,5,18,91,6,22,179,3972,1.54,.290,.364,.774
269,NC,16개,8월,4.69,97,23,0,0,12,11,5,3,201.1,115,105,907,791,211,34,2,17,89,0,12,157,3487,1.49,.267,.346,.725
270,넥센,16개,8월,4.53,94,23,0,0,13,10,11,6,204.2,112,103,900,798,221,28,4,25,67,1,16,150,3443,1.41,.277,.341,.757
271,두산,16개,8월,4.40,104,24,0,0,16,8,7,4,217.0,114,106,952,846,240,43,2,29,82,1,12,160,3723,1.48,.284,.354,.796
272,kt,16개,9월,6.22,109,23,0,0,7,16,9,2,198.1,145,137,925,808,265,55,6,16,90,1,13,153,3662,1.79,.328,.401,.871
273,넥센,16개,9월,6.09,92,21,0,0,9,12,7,2,181.2,123,123,829,728,223,40,3,22,67,0,16,134,3118,1.60,.306,.374,.834
274,삼성,16개,9월,5.99,121,23,0,0,12,11,16,9,206.0,143,137,948,828,244,44,1,33,89,3,18,157,3732,1.62,.295,.374,.844
275,한화,16개,9월,5.72,112,23,0,0,11,12,4,3,207.2,140,132,956,825,270,36,1,26,93,8,9,147,3702,1.75,.327,.397,.865
276,SK,16개,9월,5.50,76,19,0,0,8,11,2,2,168.2,116,103,755,665,188,31,5,18,65,4,10,136,2947,1.50,.283,.352,.778
277,롯데,16개,9월,5.48,105,21,0,0,11,10,9,6,184.0,128,112,844,725,220,49,10,16,88,5,13,133,3368,1.67,.303,.383,.848
278,KIA,16개,9월,4.68,104,20,0,0,9,11,17,7,173.0,99,90,768,670,190,28,1,20,68,2,10,142,3071,1.49,.284,.355,.772
279,두산,16개,9월,4.34,93,22,1,1,15,7,10,7,195.0,96,94,848,747,210,30,3,20,71,2,12,152,3341,1.44,.281,.350,.759
280,NC,16개,9월,4.20,109,25,0,0,13,11,19,8,227.0,112,106,993,873,236,31,2,33,92,0,8,205,3873,1.45,.270,.344,.767
281,LG,16개,9월,3.55,108,21,1,1,13,7,15,4,190.0,86,75,811,711,183,31,2,15,69,1,13,126,3197,1.33,.257,.331,.701
282,삼성,17개,3월,6.00,6,1,0,0,0,1,0,0,9.0,7,6,42,34,7,1,1,3,8,0,0,5,180,1.67,.206,.357,.916
283,롯데,17개,3월,5.63,5,1,0,0,0,1,0,0,8.0,6,5,38,32,11,5,0,1,4,0,2,9,160,1.88,.344,.447,1.041
284,NC,17개,3월,3.00,4,1,0,0,1,0,1,1,9.0,5,3,34,33,7,2,0,1,0,0,1,8,133,0.78,.212,.235,.599
285,SK,17개,3월,2.00,5,1,0,0,0,1,0,0,9.0,3,2,37,35,9,2,0,1,2,1,0,8,139,1.22,.257,.297,.697
286,kt,17개,3월,2.00,4,1,0,0,1,0,2,1,9.0,2,2,36,33,8,1,0,0,0,0,1,8,130,0.89,.242,.265,.537
287,KIA,17개,3월,2.00,3,1,0,0,1,0,0,0,9.0,2,2,33,31,7,1,0,2,1,0,0,7,115,0.89,.226,.250,.702
288,한화,17개,3월,1.13,5,1,0,0,0,1,0,0,8.0,3,1,33,27,4,1,0,0,2,0,2,8,134,0.75,.148,.242,.428
289,넥센,17개,3월,1.00,4,1,0,0,0,1,0,0,9.0,2,1,34,31,4,0,0,1,3,0,0,10,151,0.78,.129,.206,.432
290,LG,17개,3월,1.00,5,1,0,0,1,0,3,1,9.0,1,1,34,30,5,2,1,0,4,0,0,6,122,1.00,.167,.265,.565
291,두산,17개,3월,0.00,2,1,0,0,1,0,0,1,9.0,0,0,33,29,4,0,0,0,3,0,0,8,129,0.78,.138,.219,.357
292,삼성,17개,4월,5.87,110,25,1,0,4,19,3,2,222.1,158,145,1004,871,250,46,10,23,92,3,22,184,3870,1.54,.287,.366,.808
293,넥센,17개,4월,4.93,87,25,0,0,13,12,11,7,219.0,125,120,942,862,240,47,3,21,53,2,14,154,3439,1.34,.278,.328,.741
294,KIA,17개,4월,4.74,101,25,3,1,17,8,13,7,224.0,126,118,992,903,277,42,6,19,64,2,10,183,3840,1.52,.307,.356,.786
295,두산,17개,4월,4.62,107,25,0,0,11,13,5,4,228.0,135,117,1031,895,250,44,8,17,100,6,12,171,4008,1.54,.279,.357,.761
296,SK,17개,4월,4.60,106,25,0,0,14,11,12,4,223.0,121,114,996,876,244,31,2,23,88,1,16,184,3822,1.49,.279,.352,.750
297,한화,17개,4월,4.53,108,25,0,0,10,15,1,2,224.1,127,113,977,851,228,36,3,17,83,3,14,160,3805,1.39,.268,.338,.715
298,kt,17개,4월,4.32,91,25,2,2,11,14,11,6,219.0,116,105,942,862,239,41,3,21,56,0,14,152,3429,1.35,.277,.330,.735
299,NC,17개,4월,4.04,113,25,0,0,16,8,15,8,227.0,111,102,989,857,203,25,1,27,95,2,21,216,3844,1.31,.237,.326,.689
300,롯데,17개,4월,3.97,104,25,0,0,13,12,9,6,222.0,102,98,951,853,226,29,5,27,63,6,17,203,3772,1.30,.265,.324,.730
301,LG,17개,4월,3.04,109,25,0,0,14,11,17,7,219.0,83,74,912,819,197,29,4,19,64,3,16,190,3433,1.19,.241,.306,.661
302,삼성,17개,5월,6.24,101,25,0,0,11,14,5,5,222.0,160,154,1048,895,275,52,4,34,110,3,24,197,4162,1.73,.307,.393,.882
303,kt,17개,5월,5.75,101,26,0,0,10,16,8,5,227.0,158,145,1024,919,277,51,5,31,74,3,9,158,3838,1.55,.301,.355,.824
304,넥센,17개,5월,5.02,91,25,0,0,12,12,13,8,224.0,133,125,992,887,259,57,9,15,59,0,26,158,3632,1.42,.292,.351,.778
305,롯데,17개,5월,4.68,100,24,0,0,12,12,11,3,213.1,122,111,956,823,226,46,3,22,108,5,10,166,3672,1.57,.275,.363,.781
306,한화,17개,5월,4.60,110,25,0,0,12,13,13,8,221.0,124,113,986,863,247,49,3,25,90,4,12,160,3819,1.53,.286,.359,.796
307,NC,17개,5월,4.42,110,25,0,0,12,13,13,7,222.0,133,109,996,867,244,34,2,19,90,2,17,182,3859,1.51,.281,.359,.750
308,SK,17개,5월,4.31,102,25,0,0,12,12,12,3,227.2,118,109,994,878,240,51,6,21,82,5,19,184,3798,1.41,.273,.347,.764
309,KIA,17개,5월,4.12,104,26,0,0,17,9,6,7,238.0,117,109,1035,927,269,40,3,22,73,3,16,171,3919,1.44,.290,.350,.761
310,LG,17개,5월,3.78,101,24,0,0,11,13,15,8,212.0,102,89,903,801,200,38,4,26,66,6,20,157,3473,1.26,.250,.321,.725
311,두산,17개,5월,3.53,89,23,2,2,14,9,5,5,206.1,84,81,878,776,204,23,9,13,68,2,20,158,3380,1.32,.263,.336,.702
312,롯데,17개,6월,6.87,114,25,0,0,10,14,8,3,224.0,185,171,1046,910,288,59,4,29,94,5,15,177,4067,1.71,.317,.385,.870
313,kt,17개,6월,6.79,95,25,0,0,5,20,5,2,217.1,177,164,1007,882,274,56,3,42,82,2,21,173,3868,1.64,.311,.381,.905
314,두산,17개,6월,6.35,105,25,0,0,11,14,6,6,222.2,170,157,1051,917,298,54,6,25,88,1,21,158,4051,1.73,.325,.392,.871
315,한화,17개,6월,5.96,115,25,1,0,11,13,11,6,222.0,156,147,1005,893,268,55,3,41,81,2,18,161,4017,1.57,.300,.367,.873
316,삼성,17개,6월,5.84,105,26,0,0,13,12,9,7,231.0,167,150,1069,927,279,59,5,28,93,1,24,148,4083,1.61,.301,.374,.840
317,넥센,17개,6월,5.79,90,25,0,0,13,12,9,8,220.2,148,142,1013,894,277,45,2,31,90,2,18,167,3867,1.66,.310,.382,.851
318,KIA,17개,6월,5.28,97,24,1,1,14,10,6,3,211.1,133,124,970,844,247,51,6,28,92,2,10,165,3875,1.60,.293,.364,.830
319,LG,17개,6월,4.89,101,24,2,0,11,12,7,4,217.1,128,118,946,854,241,52,5,23,58,5,17,179,3666,1.38,.282,.337,.773
320,NC,17개,6월,4.66,97,25,1,0,18,7,7,7,222.0,127,115,961,861,223,30,5,28,75,2,17,171,3746,1.34,.259,.330,.733
321,SK,17개,6월,4.23,101,26,1,0,17,9,13,10,229.2,122,108,1009,899,249,50,3,20,78,4,13,148,3793,1.42,.277,.341,.747
322,SK,17개,7월,7.63,99,23,0,0,8,15,4,2,199.1,175,169,953,815,263,55,2,37,92,13,25,137,3673,1.78,.323,.405,.936
323,한화,17개,7월,7.56,90,20,0,0,5,15,2,3,172.2,155,145,822,721,246,53,4,37,57,2,18,115,3159,1.76,.341,.397,.977
324,kt,17개,7월,6.28,78,19,1,0,3,16,1,1,162.0,122,113,764,664,202,40,7,24,68,2,15,111,2945,1.67,.304,.378,.872
325,삼성,17개,7월,4.85,85,22,0,0,11,10,10,7,195.0,115,105,867,763,220,34,2,29,68,4,20,170,3451,1.48,.288,.359,.811
326,LG,17개,7월,4.81,81,19,1,0,12,7,7,4,164.2,97,88,718,639,165,35,2,14,51,5,13,130,2803,1.31,.258,.322,.707
327,KIA,17개,7월,4.76,89,21,1,0,14,6,9,4,191.0,104,101,850,737,194,30,2,18,85,7,17,153,3343,1.46,.263,.352,.734
328,NC,17개,7월,4.71,84,20,0,0,10,10,5,1,174.0,99,91,767,684,193,40,1,28,60,0,10,141,3068,1.45,.282,.347,.813
329,넥센,17개,7월,4.31,82,22,1,0,13,9,14,8,192.0,97,92,843,767,228,42,1,22,54,1,8,164,3229,1.47,.297,.349,.789
330,두산,17개,7월,4.20,82,20,0,0,14,5,10,6,180.0,85,84,765,675,172,35,1,24,63,1,12,119,2957,1.31,.255,.327,.743
331,롯데,17개,7월,3.39,97,22,1,0,12,9,6,8,199.0,89,75,855,743,187,24,1,27,78,2,18,164,3316,1.33,.252,.335,.731
332,삼성,17개,8월,6.26,105,24,0,0,7,17,2,3,211.1,159,147,978,857,268,48,3,35,88,1,13,182,3845,1.69,.313,.382,.880
333,kt,17개,8월,6.24,102,24,1,0,8,16,2,3,207.2,154,144,963,850,273,48,5,26,68,3,22,148,3653,1.64,.321,.381,.862
334,KIA,17개,8월,5.49,83,21,0,0,10,11,5,6,183.2,121,112,836,747,234,46,1,22,62,5,13,122,3264,1.61,.313,.374,.840
335,LG,17개,8월,5.08,112,24,0,0,9,14,9,4,214.1,132,121,948,841,241,41,6,24,65,8,19,175,3663,1.43,.287,.346,.781
336,SK,17개,8월,4.92,109,25,0,0,12,13,15,4,216.0,128,118,970,859,251,53,4,27,87,5,15,158,3777,1.57,.292,.366,.823
337,NC,17개,8월,4.54,109,27,0,0,12,15,6,6,237.2,128,120,1035,906,254,43,0,27,87,4,18,195,4105,1.44,.280,.353,.770
338,롯데,17개,8월,4.39,123,27,0,0,19,8,19,13,244.0,123,119,1059,951,260,60,4,29,83,3,11,197,4108,1.41,.273,.336,.773
339,넥센,17개,8월,4.31,110,26,0,0,14,12,17,8,231.2,120,111,1022,914,257,54,3,31,75,2,18,200,3932,1.43,.281,.346,.794
340,한화,17개,8월,4.14,98,23,0,0,13,10,14,7,202.0,108,93,877,781,211,46,1,18,63,2,20,148,3379,1.36,.270,.338,.739
341,두산,17개,8월,3.63,111,27,1,0,19,7,9,7,238.0,102,96,1025,918,250,44,5,20,75,1,13,196,4084,1.37,.272,.335,.731
342,삼성,17개,9월,6.36,93,19,0,0,7,11,5,4,172.2,133,122,825,711,217,37,3,32,85,3,14,157,3286,1.75,.305,.387,.888
343,넥센,17개,9월,6.32,82,19,1,1,4,14,2,1,166.2,129,117,776,699,211,32,2,26,50,3,13,147,2855,1.57,.302,.356,.821
344,NC,17개,9월,6.27,92,20,0,0,10,9,4,2,181.0,134,126,803,723,203,32,0,37,60,1,9,178,3212,1.45,.281,.342,.820
345,kt,17개,9월,5.68,103,21,0,0,11,10,12,4,187.0,130,118,847,743,224,40,3,26,73,1,12,144,3208,1.59,.302,.370,.838
346,한화,17개,9월,5.52,97,23,0,0,10,13,8,5,202.0,133,124,901,805,244,37,2,25,61,0,12,148,3380,1.51,.303,.357,.805
347,SK,17개,9월,5.04,79,18,1,1,11,7,6,5,157.0,98,88,697,619,181,29,0,24,49,6,16,116,2606,1.47,.292,.357,.813
348,KIA,17개,9월,4.48,91,23,0,0,12,11,6,5,207.0,115,103,900,825,244,38,3,22,52,3,9,159,3351,1.43,.296,.342,.771
349,LG,17개,9월,4.43,102,25,1,1,11,13,8,4,225.2,120,111,972,868,240,45,7,18,63,4,17,192,3661,1.34,.277,.334,.740
350,두산,17개,9월,4.16,84,21,0,0,13,8,8,5,186.0,95,86,822,735,210,33,2,24,61,0,9,134,3228,1.46,.286,.345,.779
351,롯데,17개,9월,3.86,77,19,0,0,13,6,6,5,168.0,72,72,693,632,153,19,2,26,44,4,6,171,2733,1.17,.242,.295,.697
352,삼성,18개,3월,6.57,31,7,0,0,2,5,2,1,63.0,46,46,289,245,74,15,0,13,28,1,8,55,1130,1.62,.302,.389,.911
353,KT,18개,3월,6.49,30,7,0,0,4,3,4,2,61.0,46,44,285,256,82,13,4,10,17,0,5,52,1060,1.62,.320,.369,.888
354,롯데,18개,3월,5.90,33,7,0,0,0,7,1,0,58.0,43,38,271,231,62,12,2,7,32,1,5,52,1073,1.62,.268,.367,.795
355,한화,18개,3월,5.10,39,7,0,0,2,5,4,1,60.0,42,34,267,233,60,9,0,10,23,1,9,62,1099,1.38,.258,.345,.770
356,두산,18개,3월,4.94,30,7,0,0,5,2,4,4,62.0,38,34,274,245,65,13,1,6,23,0,2,53,1053,1.42,.265,.333,.733
357,LG,18개,3월,4.45,28,7,0,0,2,5,2,1,60.2,36,30,271,229,63,13,1,6,30,1,6,47,1030,1.53,.275,.368,.787
358,넥센,18개,3월,4.43,32,7,0,0,5,2,6,2,67.0,34,33,297,268,79,12,2,6,21,1,3,59,1122,1.49,.295,.350,.772
359,SK,18개,3월,4.00,31,7,0,0,5,2,4,2,63.0,30,28,265,244,64,11,1,10,20,0,1,67,1049,1.33,.262,.321,.759
360,NC,18개,3월,3.71,36,7,0,0,6,1,7,3,63.0,26,26,256,226,51,6,0,7,23,0,3,46,1000,1.18,.226,.302,.647
361,KIA,18개,3월,3.05,26,7,0,0,4,3,3,1,62.0,21,21,255,238,60,9,0,7,15,0,1,49,996,1.21,.252,.298,.676
362,KIA,18개,4월,5.55,78,21,2,0,9,12,4,3,181.2,121,112,819,737,213,41,5,28,61,4,11,156,3095,1.51,.289,.350,.822
363,롯데,18개,4월,5.41,114,22,0,0,12,10,7,6,198.0,127,119,899,756,208,52,1,24,107,3,11,196,3662,1.59,.275,.370,.811
364,KT,18개,4월,5.17,93,24,2,0,11,13,4,4,212.1,134,122,933,837,241,41,2,38,66,3,13,190,3587,1.45,.288,.347,.825
365,넥센,18개,4월,4.97,92,25,2,0,9,16,9,4,219.0,130,121,957,858,241,51,2,22,68,3,14,178,3532,1.41,.281,.341,.763
366,한화,18개,4월,4.96,100,22,0,0,12,10,9,7,194.0,115,107,875,779,216,34,2,22,76,0,11,165,3471,1.51,.277,.347,.758
367,삼성,18개,4월,4.96,103,24,0,0,9,15,10,5,216.0,134,119,959,868,249,51,2,32,69,1,12,184,3847,1.47,.287,.346,.807
368,두산,18개,4월,4.81,104,23,0,0,16,7,13,9,205.2,111,110,916,809,228,46,4,27,80,1,15,186,3649,1.50,.282,.355,.804
369,NC,18개,4월,4.68,102,24,0,0,7,17,9,2,211.1,119,110,957,850,243,39,3,26,85,4,9,181,3744,1.55,.286,.356,.786
370,SK,18개,4월,4.15,101,23,0,0,15,8,11,6,208.0,107,96,892,809,222,43,3,22,57,3,11,190,3533,1.34,.274,.328,.744
371,LG,18개,4월,3.65,111,24,0,0,16,8,14,8,212.1,94,86,930,814,212,37,2,20,79,5,24,156,3560,1.37,.260,.342,.726
372,NC,18개,5월,6.91,111,25,0,0,7,18,8,2,218.2,183,168,1023,913,302,54,7,28,86,2,4,162,3953,1.77,.331,.385,.882
373,LG,18개,5월,5.46,99,26,1,1,12,14,4,3,227.1,142,138,984,898,257,52,6,30,64,3,10,178,3678,1.41,.286,.339,.797
374,SK,18개,5월,5.08,94,23,0,0,10,13,11,4,200.1,123,113,871,791,214,48,5,24,59,0,10,162,3269,1.36,.271,.327,.762
375,KT,18개,5월,4.80,95,24,1,0,10,14,5,4,212.0,125,113,943,857,269,48,3,24,52,5,11,145,3492,1.51,.314,.356,.817
376,삼성,18개,5월,4.75,100,25,0,0,14,11,11,6,223.2,128,118,1003,897,271,73,5,22,69,2,19,184,3881,1.52,.302,.360,.829
377,KIA,18개,5월,4.73,88,26,1,0,14,12,7,3,230.1,136,121,1030,925,264,42,6,31,76,2,15,172,3935,1.48,.285,.347,.791
378,롯데,18개,5월,4.61,113,24,0,0,11,13,12,4,211.0,127,108,947,829,236,51,3,17,84,6,12,198,3695,1.52,.285,.356,.770
379,두산,18개,5월,4.55,98,23,0,0,14,9,7,5,209.2,112,106,904,795,200,35,3,27,82,2,17,169,3536,1.35,.252,.332,.737
380,넥센,18개,5월,4.48,96,25,0,0,14,11,16,5,221.0,118,110,961,862,241,35,5,33,73,2,18,168,3669,1.42,.280,.348,.794
381,한화,18개,5월,3.86,107,25,0,0,17,8,14,12,226.0,105,97,971,886,239,42,3,27,60,3,15,192,3833,1.32,.270,.325,.740
382,삼성,18개,6월,6.76,110,25,0,0,10,14,8,7,214.1,172,161,992,870,261,58,2,39,84,0,23,190,3872,1.61,.300,.373,.878
383,KIA,18개,6월,5.84,86,22,1,0,10,12,4,6,194.1,131,126,877,772,241,33,1,27,70,5,12,133,3320,1.60,.312,.373,.835
384,KT,18개,6월,5.59,94,24,1,1,6,17,1,3,207.2,141,129,938,831,254,40,3,38,77,6,15,178,3606,1.59,.306,.373,.871
385,넥센,18개,6월,5.51,107,25,1,0,12,13,9,4,222.1,148,136,974,872,249,44,4,36,65,3,23,177,3631,1.41,.286,.348,.817
