,year,month,win_rate[한화],win_rate[KIA],win_rate[SK],win_rate[두산],win_rate[삼성],win_rate[우리],win_rate[롯데],win_rate[LG],win_rate[히어로즈],win_rate[넥센],win_rate[EAST],win_rate[WEST],win_rate[NC],win_rate[KT],win_rate[드림],win_rate[나눔],win_rate[키움],win_rate[SSG]
0,2008,03,0.0,,,,,,,,,,,,,,,,,
1,2008,03,,0.0,,,,,,,,,,,,,,,,
2,2008,03,,,0.5,,,,,,,,,,,,,,,
3,2008,03,,,,1.0,,,,,,,,,,,,,,
4,2008,03,,,,,1.0,,,,,,,,,,,,,
5,2008,03,,,,,,0.0,,,,,,,,,,,,
6,2008,03,,,,,,,1.0,,,,,,,,,,,
7,2008,03,,,,,,,,0.5,,,,,,,,,,
8,2008,04,0.615,,,,,,,,,,,,,,,,,
9,2008,04,,0.32,,,,,,,,,,,,,,,,
10,2008,04,,,0.75,,,,,,,,,,,,,,,
11,2008,04,,,,0.417,,,,,,,,,,,,,,
12,2008,04,,,,,0.44,,,,,,,,,,,,,
13,2008,04,,,,,,0.423,,,,,,,,,,,,
14,2008,04,,,,,,,0.682,,,,,,,,,,,
15,2008,04,,,,,,,,0.385,,,,,,,,,,
16,2008,05,0.64,,,,,,,,,,,,,,,,,
17,2008,05,,0.48,,,,,,,,,,,,,,,,
18,2008,05,,,0.44,,,,,,,,,,,,,,,
19,2008,05,,,,0.625,,,,,,,,,,,,,,
20,2008,05,,,,,0.5,,,,,,,,,,,,,
21,2008,05,,,,,,0.48,,,,,,,,,,,,
22,2008,05,,,,,,,0.48,,,,,,,,,,,
23,2008,05,,,,,,,,0.37,,,,,,,,,,
24,2008,06,0.435,,,,,,,,,,,,,,,,,
25,2008,06,,0.565,,,,,,,,,,,,,,,,
26,2008,06,,,0.727,,,,,,,,,,,,,,,
27,2008,06,,,,0.455,,,,,,,,,,,,,,
28,2008,06,,,,,0.478,,,,,,,,,,,,,
29,2008,06,,,,,,0.524,,,,,,,,,,,,
30,2008,06,,,,,,,0.5,,,,,,,,,,,
31,2008,06,,,,,,,,0.318,,,,,,,,,,
32,2008,07,0.538,,,,,,,,,,,,,,,,,
33,2008,07,,0.636,,,,,,,,,,,,,,,,
34,2008,07,,,0.389,,,,,,,,,,,,,,,
35,2008,07,,,,0.476,,,,,,,,,,,,,,
36,2008,07,,,,,0.565,,,,,,,,,,,,,
37,2008,07,,,,,,0.5,,,,,,,,,,,,
38,2008,07,,,,,,,0.391,,,,,,,,,,,
39,2008,07,,,,,,,,0.476,,,,,,,,,,
40,2008,08,0.667,,,,,,,,,,,,,,,,,
41,2008,08,,0.5,,,,,,,,,,,,,,,,
42,2008,08,,,0.667,,,,,,,,,,,,,,,
43,2008,08,,,,0.333,,,,,,,,,,,,,,
44,2008,08,,,,,0.5,,,,,,,,,,,,,
45,2008,08,,,,,,0.167,,,,,,,,,,,,
46,2008,08,,,,,,,0.667,,,,,,,,,,,
47,2008,08,,,,,,,,0.5,,,,,,,,,,
48,2008,09,0.353,,,,,,,,,,,,,,,,,
49,2008,09,,0.4,,,,,,,,,,,,,,,,
50,2008,09,,,0.75,,,,,,,,,,,,,,,
51,2008,09,,,,0.542,,,,,,,,,,,,,,
52,2008,09,,,,,0.526,,,,,,,,,,,,,
53,2008,09,,,,,,0.318,,,,,,,,,,,,
54,2008,09,,,,,,,0.565,,,,,,,,,,,
55,2008,09,,,,,,,,0.474,,,,,,,,,,
56,2008,10,1.0,,,,,,,,,,,,,,,,,
57,2008,10,,0.667,,,,,,,,,,,,,,,,
58,2008,10,,,0.4,,,,,,,,,,,,,,,
59,2008,10,,,,0.0,,,,,,,,,,,,,,
60,2008,10,,,,,0.5,,,,,,,,,,,,,
61,2008,10,,,,,,0.8,,,,,,,,,,,,
62,2008,10,,,,,,,0.333,,,,,,,,,,,
63,2008,10,,,,,,,,0.667,,,,,,,,,,
64,2009,04,0.474,,,,,,,,,,,,,,,,,
65,2009,04,,0.364,,,,,,,,,,,,,,,,
66,2009,04,,,0.6,,,,,,,,,,,,,,,
67,2009,04,,,,0.444,,,,,,,,,,,,,,
68,2009,04,,,,,0.591,,,,,,,,,,,,,
69,2009,04,,,,,,,,,0.545,,,,,,,,,
70,2009,04,,,,,,,0.435,,,,,,,,,,,
71,2009,04,,,,,,,,0.545,,,,,,,,,,
72,2009,05,0.375,,,,,,,,,,,,,,,,,
73,2009,05,,0.52,,,,,,,,,,,,,,,,
74,2009,05,,,0.615,,,,,,,,,,,,,,,
75,2009,05,,,,0.538,,,,,,,,,,,,,,
76,2009,05,,,,,0.481,,,,,,,,,,,,,
77,2009,05,,,,,,,,,0.52,,,,,,,,,
78,2009,05,,,,,,,0.577,,,,,,,,,,,
79,2009,05,,,,,,,,0.36,,,,,,,,,,
80,2009,06,0.44,,,,,,,,,,,,,,,,,
81,2009,06,,0.545,,,,,,,,,,,,,,,,
82,2009,06,,,0.583,,,,,,,,,,,,,,,
83,2009,06,,,,0.44,,,,,,,,,,,,,,
84,2009,06,,,,,0.375,,,,,,,,,,,,,
85,2009,06,,,,,,,,,0.458,,,,,,,,,
86,2009,06,,,,,,,0.64,,,,,,,,,,,
87,2009,06,,,,,,,,0.52,,,,,,,,,,
88,2009,07,0.381,,,,,,,,,,,,,,,,,
89,2009,07,,0.611,,,,,,,,,,,,,,,,
90,2009,07,,,0.25,,,,,,,,,,,,,,,
91,2009,07,,,,0.474,,,,,,,,,,,,,,
92,2009,07,,,,,0.7,,,,,,,,,,,,,
93,2009,07,,,,,,,,,0.444,,,,,,,,,
94,2009,07,,,,,,,0.667,,,,,,,,,,,
95,2009,07,,,,,,,,0.474,,,,,,,,,,
96,2009,08,0.565,,,,,,,,,,,,,,,,,
97,2009,08,,0.667,,,,,,,,,,,,,,,,
98,2009,08,,,0.522,,,,,,,,,,,,,,,
99,2009,08,,,,0.292,,,,,,,,,,,,,,
100,2009,08,,,,,0.375,,,,,,,,,,,,,
101,2009,08,,,,,,,,,0.636,,,,,,,,,
102,2009,08,,,,,,,0.5,,,,,,,,,,,
103,2009,08,,,,,,,,0.458,,,,,,,,,,
104,2009,09,0.389,,,,,,,,,,,,,,,,,
105,2009,09,,0.722,,,,,,,,,,,,,,,,
106,2009,09,,,0.786,,,,,,,,,,,,,,,
107,2009,09,,,,0.526,,,,,,,,,,,,,,
108,2009,09,,,,,0.5,,,,,,,,,,,,,
109,2009,09,,,,,,,,,0.286,,,,,,,,,
110,2009,09,,,,,,,0.5,,,,,,,,,,,
111,2009,09,,,,,,,,0.357,,,,,,,,,,
112,2010,03,0.385,,,,,,,,,,,,,,,,,
113,2010,03,,0.562,,,,,,,,,,,,,,,,
114,2010,03,,,0.571,,,,,,,,,,,,,,,
115,2010,03,,,,0.5,,,,,,,,,,,,,,
116,2010,03,,,,,0.529,,,,,,,,,,,,,
117,2010,03,,,,,,,,,,0.333,,,,,,,,
118,2010,03,,,,,,,0.733,,,,,,,,,,,
119,2010,03,,,,,,,,0.357,,,,,,,,,,
120,2010,04,0.542,,,,,,,,,,,,,,,,,
121,2010,04,,0.455,,,,,,,,,,,,,,,,
122,2010,04,,,0.739,,,,,,,,,,,,,,,
123,2010,04,,,,0.524,,,,,,,,,,,,,,
124,2010,04,,,,,0.522,,,,,,,,,,,,,
125,2010,04,,,,,,,,,,0.292,,,,,,,,
126,2010,04,,,,,,,0.48,,,,,,,,,,,
127,2010,04,,,,,,,,0.45,,,,,,,,,,
128,2010,05,0.478,,,,,,,,,,,,,,,,,
129,2010,05,,0.5,,,,,,,,,,,,,,,,
130,2010,05,,,0.478,,,,,,,,,,,,,,,
131,2010,05,,,,0.6,,,,,,,,,,,,,,
132,2010,05,,,,,0.522,,,,,,,,,,,,,
133,2010,05,,,,,,,,,,0.417,,,,,,,,
134,2010,05,,,,,,,0.565,,,,,,,,,,,
135,2010,05,,,,,,,,0.44,,,,,,,,,,
136,2010,06,0.346,,,,,,,,,,,,,,,,,
137,2010,06,,0.5,,,,,,,,,,,,,,,,
138,2010,06,,,0.652,,,,,,,,,,,,,,,
139,2010,06,,,,0.5,,,,,,,,,,,,,,
140,2010,06,,,,,0.52,,,,,,,,,,,,,
141,2010,06,,,,,,,,,,0.5,,,,,,,,
142,2010,06,,,,,,,0.364,,,,,,,,,,,
143,2010,06,,,,,,,,0.615,,,,,,,,,,
144,2010,07,,,,,,,,,,,1.0,,,,,,,
145,2010,07,0.5,,,,,,,,,,,,,,,,,
146,2010,07,,0.278,,,,,,,,,,,,,,,,
147,2010,07,,,,,,,,,,,,0.0,,,,,,
148,2010,07,,,0.619,,,,,,,,,,,,,,,
149,2010,07,,,,0.632,,,,,,,,,,,,,,
150,2010,07,,,,,0.81,,,,,,,,,,,,,
151,2010,07,,,,,,,,,,0.25,,,,,,,,
152,2010,07,,,,,,,0.389,,,,,,,,,,,
153,2010,07,,,,,,,,0.476,,,,,,,,,,
154,2010,08,0.545,,,,,,,,,,,,,,,,,
155,2010,08,,0.5,,,,,,,,,,,,,,,,
156,2010,08,,,0.429,,,,,,,,,,,,,,,
157,2010,08,,,,0.476,,,,,,,,,,,,,,
158,2010,08,,,,,0.524,,,,,,,,,,,,,
159,2010,08,,,,,,,,,,0.409,,,,,,,,
160,2010,08,,,,,,,0.636,,,,,,,,,,,
161,2010,08,,,,,,,,0.474,,,,,,,,,,
162,2010,09,0.385,,,,,,,,,,,,,,,,,
163,2010,09,,0.533,,,,,,,,,,,,,,,,
164,2010,09,,,0.471,,,,,,,,,,,,,,,
165,2010,09,,,,0.632,,,,,,,,,,,,,,
166,2010,09,,,,,0.429,,,,,,,,,,,,,
167,2010,09,,,,,,,,,,0.385,,,,,,,,
168,2010,09,,,,,,,0.684,,,,,,,,,,,
169,2010,09,,,,,,,,0.357,,,,,,,,,,
170,2010,10,,,1.0,,,,,,,,,,,,,,,
171,2010,10,,,,0.375,,,,,,,,,,,,,,
172,2010,10,,,,,0.333,,,,,,,,,,,,,
173,2010,10,,,,,,,0.667,,,,,,,,,,,
174,2011,03,0.5,,,,,,,,,,,,,,,,,
175,2011,03,,0.5,,,,,,,,,,,,,,,,
176,2011,03,,,0.5,,,,,,,,,,,,,,,
177,2011,03,,,,0.583,,,,,,,,,,,,,,
178,2011,03,,,,,0.333,,,,,,,,,,,,,
179,2011,03,,,,,,,,,,0.5,,,,,,,,
180,2011,03,,,,,,,0.538,,,,,,,,,,,
181,2011,03,,,,,,,,0.538,,,,,,,,,,
182,2011,04,0.273,,,,,,,,,,,,,,,,,
183,2011,04,,0.609,,,,,,,,,,,,,,,,
184,2011,04,,,0.714,,,,,,,,,,,,,,,
185,2011,04,,,,0.5,,,,,,,,,,,,,,
186,2011,04,,,,,0.609,,,,,,,,,,,,,
187,2011,04,,,,,,,,,,0.391,,,,,,,,
188,2011,04,,,,,,,0.429,,,,,,,,,,,
189,2011,04,,,,,,,,0.478,,,,,,,,,,
190,2011,05,0.462,,,,,,,,,,,,,,,,,
191,2011,05,,0.56,,,,,,,,,,,,,,,,
192,2011,05,,,0.565,,,,,,,,,,,,,,,
193,2011,05,,,,0.375,,,,,,,,,,,,,,
194,2011,05,,,,,0.5,,,,,,,,,,,,,
195,2011,05,,,,,,,,,,0.348,,,,,,,,
196,2011,05,,,,,,,0.636,,,,,,,,,,,
197,2011,05,,,,,,,,0.56,,,,,,,,,,
198,2011,06,0.591,,,,,,,,,,,,,,,,,
199,2011,06,,0.773,,,,,,,,,,,,,,,,
200,2011,06,,,0.524,,,,,,,,,,,,,,,
201,2011,06,,,,0.5,,,,,,,,,,,,,,
202,2011,06,,,,,0.591,,,,,,,,,,,,,
203,2011,06,,,,,,,,,,0.35,,,,,,,,
204,2011,06,,,,,,,0.227,,,,,,,,,,,
205,2011,06,,,,,,,,0.421,,,,,,,,,,
206,2011,07,,,,,,,,,,,0.0,,,,,,,
207,2011,07,0.5,,,,,,,,,,,,,,,,,
208,2011,07,,0.609,,,,,,,,,,,,,,,,
209,2011,07,,,,,,,,,,,,1.0,,,,,,
210,2011,07,,,0.25,,,,,,,,,,,,,,,
211,2011,07,,,,0.357,,,,,,,,,,,,,,
212,2011,07,,,,,0.706,,,,,,,,,,,,,
213,2011,07,,,,,,,,,,0.5,,,,,,,,
214,2011,07,,,,,,,0.632,,,,,,,,,,,
215,2011,07,,,,,,,,0.353,,,,,,,,,,
216,2011,08,0.474,,,,,,,,,,,,,,,,,
217,2011,08,,0.48,,,,,,,,,,,,,,,,
218,2011,08,,,0.348,,,,,,,,,,,,,,,
219,2011,08,,,,0.435,,,,,,,,,,,,,,
220,2011,08,,,,,0.652,,,,,,,,,,,,,
221,2011,08,,,,,,,,,,0.522,,,,,,,,
222,2011,08,,,,,,,0.609,,,,,,,,,,,
223,2011,08,,,,,,,,0.476,,,,,,,,,,
224,2011,09,0.619,,,,,,,,,,,,,,,,,
225,2011,09,,0.5,,,,,,,,,,,,,,,,
226,2011,09,,,0.476,,,,,,,,,,,,,,,
227,2011,09,,,,0.48,,,,,,,,,,,,,,
228,2011,09,,,,,0.667,,,,,,,,,,,,,
229,2011,09,,,,,,,,,,0.417,,,,,,,,
230,2011,09,,,,,,,0.611,,,,,,,,,,,
231,2011,09,,,,,,,,0.286,,,,,,,,,,
232,2011,10,0.2,,,,,,,,,,,,,,,,,
233,2011,10,,0.286,,,,,,,,,,,,,,,,
234,2011,10,,,0.556,,,,,,,,,,,,,,,
235,2011,10,,,,1.0,,,,,,,,,,,,,,
236,2011,10,,,,,0.625,,,,,,,,,,,,,
237,2011,10,,,,,,,,,,0.25,,,,,,,,
238,2011,10,,,,,,,0.625,,,,,,,,,,,
239,2011,10,,,,,,,,0.2,,,,,,,,,,
240,2012,03,0.556,,,,,,,,,,,,,,,,,
241,2012,03,,0.556,,,,,,,,,,,,,,,,
242,2012,03,,,0.667,,,,,,,,,,,,,,,
243,2012,03,,,,0.444,,,,,,,,,,,,,,
244,2012,03,,,,,0.4,,,,,,,,,,,,,
245,2012,03,,,,,,,,,,0.5,,,,,,,,
246,2012,03,,,,,,,0.273,,,,,,,,,,,
247,2012,03,,,,,,,,0.6,,,,,,,,,,
248,2012,04,0.412,,,,,,,,,,,,,,,,,
249,2012,04,,0.562,,,,,,,,,,,,,,,,
250,2012,04,,,0.529,,,,,,,,,,,,,,,
251,2012,04,,,,0.667,,,,,,,,,,,,,,
252,2012,04,,,,,0.412,,,,,,,,,,,,,
253,2012,04,,,,,,,,,,0.471,,,,,,,,
254,2012,04,,,,,,,0.562,,,,,,,,,,,
255,2012,04,,,,,,,,0.412,,,,,,,,,,
256,2012,05,0.519,,,,,,,,,,,,,,,,,
257,2012,05,,0.478,,,,,,,,,,,,,,,,
258,2012,05,,,0.542,,,,,,,,,,,,,,,
259,2012,05,,,,0.346,,,,,,,,,,,,,,
260,2012,05,,,,,0.56,,,,,,,,,,,,,
261,2012,05,,,,,,,,,,0.462,,,,,,,,
262,2012,05,,,,,,,0.5,,,,,,,,,,,
263,2012,05,,,,,,,,0.593,,,,,,,,,,
264,2012,06,0.478,,,,,,,,,,,,,,,,,
265,2012,06,,0.364,,,,,,,,,,,,,,,,
266,2012,06,,,0.56,,,,,,,,,,,,,,,
267,2012,06,,,,0.64,,,,,,,,,,,,,,
268,2012,06,,,,,0.583,,,,,,,,,,,,,
269,2012,06,,,,,,,,,,0.391,,,,,,,,
270,2012,06,,,,,,,0.583,,,,,,,,,,,
271,2012,06,,,,,,,,0.364,,,,,,,,,,
272,2012,07,,,,,,,,,,,1.0,,,,,,,
273,2012,07,0.529,,,,,,,,,,,,,,,,,
274,2012,07,,0.529,,,,,,,,,,,,,,,,
275,2012,07,,,,,,,,,,,,0.0,,,,,,
276,2012,07,,,0.278,,,,,,,,,,,,,,,
277,2012,07,,,,0.6,,,,,,,,,,,,,,
278,2012,07,,,,,0.765,,,,,,,,,,,,,
279,2012,07,,,,,,,,,,0.444,,,,,,,,
280,2012,07,,,,,,,0.438,,,,,,,,,,,
281,2012,07,,,,,,,,0.412,,,,,,,,,,
282,2012,08,0.476,,,,,,,,,,,,,,,,,
283,2012,08,,0.476,,,,,,,,,,,,,,,,
284,2012,08,,,0.636,,,,,,,,,,,,,,,
285,2012,08,,,,0.45,,,,,,,,,,,,,,
286,2012,08,,,,,0.455,,,,,,,,,,,,,
287,2012,08,,,,,,,,,,0.476,,,,,,,,
288,2012,08,,,,,,,0.667,,,,,,,,,,,
289,2012,08,,,,,,,,0.364,,,,,,,,,,
290,2012,09,0.545,,,,,,,,,,,,,,,,,
291,2012,09,,0.391,,,,,,,,,,,,,,,,
292,2012,09,,,0.632,,,,,,,,,,,,,,,
293,2012,09,,,,0.526,,,,,,,,,,,,,,
294,2012,09,,,,,0.65,,,,,,,,,,,,,
295,2012,09,,,,,,,,,,0.478,,,,,,,,
296,2012,09,,,,,,,0.333,,,,,,,,,,,
297,2012,09,,,,,,,,0.476,,,,,,,,,,
298,2012,10,0.333,,,,,,,,,,,,,,,,,
299,2012,10,,0.8,,,,,,,,,,,,,,,,
300,2012,10,,,0.375,,,,,,,,,,,,,,,
301,2012,10,,,,0.333,,,,,,,,,,,,,,
302,2012,10,,,,,0.818,,,,,,,,,,,,,
303,2012,10,,,,,,,,,,0.333,,,,,,,,
304,2012,10,,,,,,,0.462,,,,,,,,,,,
305,2012,10,,,,,,,,0.5,,,,,,,,,,
306,2012,11,,,,,1.0,,,,,,,,,,,,,
307,2012,11,,,0.0,,,,,,,,,,,,,,,
308,2013,03,0.462,,,,,,,,,,,,,,,,,
309,2013,03,,0.538,,,,,,,,,,,,,,,,
310,2013,03,,,0.5,,,,,,,,,,,,,,,
311,2013,03,,,,0.583,,,,,,,,,,,,,,
312,2013,03,,,,,0.2,,,,,,,,,,,,,
313,2013,03,,,,,,,,,,0.667,,,,,,,,
314,2013,03,,,,,,,,,,,,,0.455,,,,,
315,2013,03,,,,,,,0.417,,,,,,,,,,,
316,2013,03,,,,,,,,0.615,,,,,,,,,,
317,2013,04,0.316,,,,,,,,,,,,,,,,,
318,2013,04,,0.667,,,,,,,,,,,,,,,,
319,2013,04,,,0.556,,,,,,,,,,,,,,,
320,2013,04,,,,0.556,,,,,,,,,,,,,,
321,2013,04,,,,,0.474,,,,,,,,,,,,,
322,2013,04,,,,,,,,,,0.737,,,,,,,,
323,2013,04,,,,,,,,,,,,,0.333,,,,,
324,2013,04,,,,,,,0.444,,,,,,,,,,,
325,2013,04,,,,,,,,0.45,,,,,,,,,,
326,2013,05,0.417,,,,,,,,,,,,,,,,,
327,2013,05,,0.391,,,,,,,,,,,,,,,,
328,2013,05,,,0.545,,,,,,,,,,,,,,,
329,2013,05,,,,0.458,,,,,,,,,,,,,,
330,2013,05,,,,,0.636,,,,,,,,,,,,,
331,2013,05,,,,,,,,,,0.636,,,,,,,,
332,2013,05,,,,,,,,,,,,,0.455,,,,,
333,2013,05,,,,,,,0.591,,,,,,,,,,,
334,2013,05,,,,,,,,0.391,,,,,,,,,,
335,2013,06,0.368,,,,,,,,,,,,,,,,,
336,2013,06,,0.632,,,,,,,,,,,,,,,,
337,2013,06,,,0.455,,,,,,,,,,,,,,,
338,2013,06,,,,0.55,,,,,,,,,,,,,,
339,2013,06,,,,,0.5,,,,,,,,,,,,,
340,2013,06,,,,,,,,,,0.381,,,,,,,,
341,2013,06,,,,,,,,,,,,,0.35,,,,,
342,2013,06,,,,,,,0.55,,,,,,,,,,,
343,2013,06,,,,,,,,0.714,,,,,,,,,,
344,2013,07,,,,,,,,,,,1.0,,,,,,,
345,2013,07,0.214,,,,,,,,,,,,,,,,,
346,2013,07,,0.5,,,,,,,,,,,,,,,,
347,2013,07,,,,,,,,,,,,0.0,,,,,,
348,2013,07,,,0.429,,,,,,,,,,,,,,,
349,2013,07,,,,0.588,,,,,,,,,,,,,,
350,2013,07,,,,,0.556,,,,,,,,,,,,,
351,2013,07,,,,,,,,,,0.647,,,,,,,,
352,2013,07,,,,,,,,,,,,,0.5,,,,,
353,2013,07,,,,,,,0.389,,,,,,,,,,,
354,2013,07,,,,,,,,0.625,,,,,,,,,,
355,2013,08,0.409,,,,,,,,,,,,,,,,,
356,2013,08,,0.364,,,,,,,,,,,,,,,,
357,2013,08,,,0.714,,,,,,,,,,,,,,,
358,2013,08,,,,0.5,,,,,,,,,,,,,,
359,2013,08,,,,,0.478,,,,,,,,,,,,,
360,2013,08,,,,,,,,,,0.5,,,,,,,,
361,2013,08,,,,,,,,,,,,,0.591,,,,,
362,2013,08,,,,,,,0.5,,,,,,,,,,,
363,2013,08,,,,,,,,0.455,,,,,,,,,,
364,2013,09,0.391,,,,,,,,,,,,,,,,,
365,2013,09,,0.458,,,,,,,,,,,,,,,,
366,2013,09,,,0.455,,,,,,,,,,,,,,,
367,2013,09,,,,0.6,,,,,,,,,,,,,,
368,2013,09,,,,,0.524,,,,,,,,,,,,,
369,2013,09,,,,,,,,,,0.722,,,,,,,,
370,2013,09,,,,,,,,,,,,,0.333,,,,,
371,2013,09,,,,,,,0.55,,,,,,,,,,,
372,2013,09,,,,,,,,0.5,,,,,,,,,,
373,2013,10,0.25,,,,,,,,,,,,,,,,,
374,2013,10,,0.0,,,,,,,,,,,,,,,,
375,2013,10,,,0.25,,,,,,,,,,,,,,,
376,2013,10,,,,0.588,,,,,,,,,,,,,,
377,2013,10,,,,,0.556,,,,,,,,,,,,,
378,2013,10,,,,,,,,,,0.5,,,,,,,,
379,2013,10,,,,,,,,,,,,,0.667,,,,,
380,2013,10,,,,,,,0.75,,,,,,,,,,,
381,2013,10,,,,,,,,0.5,,,,,,,,,,
382,2013,11,,,,0.0,,,,,,,,,,,,,,
383,2013,11,,,,,1.0,,,,,,,,,,,,,
384,2014,03,0.6,,,,,,,,,,,,,,,,,
385,2014,03,,0.615,,,,,,,,,,,,,,,,
386,2014,03,,,0.455,,,,,,,,,,,,,,,
387,2014,03,,,,0.625,,,,,,,,,,,,,,
388,2014,03,,,,,0.455,,,,,,,,,,,,,
389,2014,03,,,,,,,,,,0.364,,,,,,,,
390,2014,03,,,,,,,,,,,,,0.778,,,,,
391,2014,03,,,,,,,0.333,,,,,,,,,,,
392,2014,03,,,,,,,,0.364,,,,,,,,,,
393,2014,04,0.35,,,,,,,,,,,,,,,,,
394,2014,04,,0.5,,,,,,,,,,,,,,,,
395,2014,04,,,0.478,,,,,,,,,,,,,,,
396,2014,04,,,,0.545,,,,,,,,,,,,,,
397,2014,04,,,,,0.526,,,,,,,,,,,,,
398,2014,04,,,,,,,,,,0.636,,,,,,,,
399,2014,04,,,,,,,,,,,,,0.6,,,,,
400,2014,04,,,,,,,0.5,,,,,,,,,,,
401,2014,04,,,,,,,,0.333,,,,,,,,,,
402,2014,05,0.478,,,,,,,,,,,,,,,,,
403,2014,05,,0.5,,,,,,,,,,,,,,,,
404,2014,05,,,0.5,,,,,,,,,,,,,,,
405,2014,05,,,,0.542,,,,,,,,,,,,,,
406,2014,05,,,,,0.696,,,,,,,,,,,,,
407,2014,05,,,,,,,,,,0.458,,,,,,,,
408,2014,05,,,,,,,,,,,,,0.5,,,,,
409,2014,05,,,,,,,0.375,,,,,,,,,,,
410,2014,05,,,,,,,,0.458,,,,,,,,,,
411,2014,06,0.6,,,,,,,,,,,,,,,,,
412,2014,06,,0.773,,,,,,,,,,,,,,,,
413,2014,06,,,0.571,,,,,,,,,,,,,,,
414,2014,06,,,,0.3,,,,,,,,,,,,,,
415,2014,06,,,,,0.429,,,,,,,,,,,,,
416,2014,06,,,,,,,,,,0.65,,,,,,,,
417,2014,06,,,,,,,,,,,,,0.35,,,,,
418,2014,06,,,,,,,0.632,,,,,,,,,,,
419,2014,06,,,,,,,,0.19,,,,,,,,,,
420,2014,07,,,,,,,,,,,1.0,,,,,,,
421,2014,07,0.6,,,,,,,,,,,,,,,,,
422,2014,07,,0.3,,,,,,,,,,,,,,,,
423,2014,07,,,,,,,,,,,,0.0,,,,,,
424,2014,07,,,0.647,,,,,,,,,,,,,,,
425,2014,07,,,,0.438,,,,,,,,,,,,,,
426,2014,07,,,,,0.55,,,,,,,,,,,,,
427,2014,07,,,,,,,,,,0.474,,,,,,,,
428,2014,07,,,,,,,,,,,,,0.444,,,,,
429,2014,07,,,,,,,0.409,,,,,,,,,,,
430,2014,07,,,,,,,,0.65,,,,,,,,,,
431,2014,08,0.632,,,,,,,,,,,,,,,,,
432,2014,08,,0.353,,,,,,,,,,,,,,,,
433,2014,08,,,0.6,,,,,,,,,,,,,,,
434,2014,08,,,,0.333,,,,,,,,,,,,,,
435,2014,08,,,,,0.474,,,,,,,,,,,,,
436,2014,08,,,,,,,,,,0.636,,,,,,,,
437,2014,08,,,,,,,,,,,,,0.571,,,,,
438,2014,08,,,,,,,0.3,,,,,,,,,,,
439,2014,08,,,,,,,,0.571,,,,,,,,,,
440,2014,09,0.4,,,,,,,,,,,,,,,,,
441,2014,09,,0.625,,,,,,,,,,,,,,,,
442,2014,09,,,0.5,,,,,,,,,,,,,,,
443,2014,09,,,,0.429,,,,,,,,,,,,,,
444,2014,09,,,,,0.625,,,,,,,,,,,,,
445,2014,09,,,,,,,,,,0.625,,,,,,,,
446,2014,09,,,,,,,,,,,,,0.4,,,,,
447,2014,09,,,,,,,0.5,,,,,,,,,,,
448,2014,09,,,,,,,,0.429,,,,,,,,,,
449,2014,10,0.333,,,,,,,,,,,,,,,,,
450,2014,10,,0.462,,,,,,,,,,,,,,,,
451,2014,10,,,0.667,,,,,,,,,,,,,,,
452,2014,10,,,,0.533,,,,,,,,,,,,,,
453,2014,10,,,,,0.385,,,,,,,,,,,,,
454,2014,10,,,,,,,,,,0.692,,,,,,,,
455,2014,10,,,,,,,,,,,,,0.692,,,,,
456,2014,10,,,,,,,0.4,,,,,,,,,,,
457,2014,10,,,,,,,,0.389,,,,,,,,,,
458,2014,11,,,,,0.667,,,,,,,,,,,,,
459,2014,11,,,,,,,,,,0.333,,,,,,,,
460,2015,03,,,,,,,,,,,,,,0.4,,,,
461,2015,03,0.429,,,,,,,,,,,,,,,,,
462,2015,03,,0.615,,,,,,,,,,,,,,,,
463,2015,03,,,0.636,,,,,,,,,,,,,,,
464,2015,03,,,,0.75,,,,,,,,,,,,,,
465,2015,03,,,,,0.467,,,,,,,,,,,,,
466,2015,03,,,,,,,,,,0.545,,,,,,,,
467,2015,03,,,,,,,,,,,,,0.615,,,,,
468,2015,03,,,,,,,0.467,,,,,,,,,,,
469,2015,03,,,,,,,,0.2,,,,,,,,,,
470,2015,04,,,,,,,,,,,,,,0.318,,,,
471,2015,04,0.636,,,,,,,,,,,,,,,,,
472,2015,04,,0.522,,,,,,,,,,,,,,,,
473,2015,04,,,0.409,,,,,,,,,,,,,,,
474,2015,04,,,,0.636,,,,,,,,,,,,,,
475,2015,04,,,,,0.652,,,,,,,,,,,,,
476,2015,04,,,,,,,,,,0.522,,,,,,,,
477,2015,04,,,,,,,,,,,,,0.409,,,,,
478,2015,04,,,,,,,0.318,,,,,,,,,,,
479,2015,04,,,,,,,,0.565,,,,,,,,,,
480,2015,05,,,,,,,,,,,,,,0.444,,,,
481,2015,05,0.481,,,,,,,,,,,,,,,,,
482,2015,05,,0.36,,,,,,,,,,,,,,,,
483,2015,05,,,0.5,,,,,,,,,,,,,,,
484,2015,05,,,,0.565,,,,,,,,,,,,,,
485,2015,05,,,,,0.52,,,,,,,,,,,,,
486,2015,05,,,,,,,,,,0.538,,,,,,,,
